사번,이름,성별,나이,근속기간,입사년도,직급,팀구분,퇴직구분,초과근무,성과점수,미사용.휴가일수,연봉,사번_masked
2119,Employee_1573,남,54,32,2014,과장,총무,No,73,58,6,119559759,EID-****-119
210,Employee_1574,남,44,19,2014,사원,기획,No,153,28,18,62271911,EID-****
2869,Employee_1575,남,38,19,2014,과장,마켓팅,Yes,202,41,11,119574202,EID-****-869
917,Employee_1576,남,32,15,2012,사원,재무,Yes,166,55,9,74938994,EID-****
2611,Employee_1577,남,42,22,2013,주임,개발,No,41,37,13,95464341,EID-****-611
4985,Employee_1578,남,43,25,2015,사원,영업,No,88,48,4,41718126,EID-****-985
3320,Employee_1579,여,53,35,2013,사원,법무,No,213,41,7,73417328,EID-****-320
1617,Employee_1580,남,47,28,2011,과장,인사,No,55,64,15,118633265,EID-****-617
1825,Employee_1581,남,39,19,2011,사원,총무,No,44,40,11,72112987,EID-****-825
3322,Employee_1582,남,39,29,2014,부장,영업,No,72,30,14,140415835,EID-****-322
835,Employee_1583,남,41,30,2016,대리,기획,No,88,36,13,98148404,EID-****
5544,Employee_1584,여,45,29,2015,사원,마켓팅,No,173,53,5,51862050,EID-****-544
5230,Employee_1585,남,49,31,2012,주임,재무,No,240,36,14,78465835,EID-****-230
1497,Employee_1586,남,42,20,2011,사원,개발,No,319,44,11,71464341,EID-****-497
2743,Employee_1587,남,42,22,2013,차장,영업,No,70,72,0,136314341,EID-****-743
2322,Employee_1588,남,45,27,2011,차장,법무,No,28,49,9,135775696,EID-****-322
3758,Employee_1589,남,45,25,2015,사원,인사,No,56,35,12,64575696,EID-****-758
5147,Employee_1590,남,38,19,2012,주임,총무,No,103,39,12,92886702,EID-****-147
1704,Employee_1591,남,39,18,2011,사원,기획,No,323,81,17,67202987,EID-****-704
3633,Employee_1592,남,46,28,2014,과장,마켓팅,No,13,32,3,125129481,EID-****-633
4027,Employee_1593,여,35,19,2015,인턴,재무,No,160,50,10,37574202,EID-****-027
3887,Employee_1594,여,36,20,2015,사원,개발,No,10,76,4,49002987,EID-****-887
5194,Employee_1595,남,35,11,2010,사원,영업,No,183,40,16,75797848,EID-****-194
1463,Employee_1596,남,45,27,2015,인턴,개발,Yes,372,35,20,34575696,EID-****-463
2752,Employee_1597,여,39,23,2013,사원,법무,No,120,55,0,53464341,EID-****-752
3558,Employee_1598,남,33,15,2012,인턴,인사,No,153,36,11,28380278,EID-****-558
4349,Employee_1599,남,32,24,2011,대리,총무,No,153,41,20,106676841,EID-****-349
2025,Employee_1600,남,42,24,2011,주임,기획,No,108,49,20,87145591,EID-****-025
545,Employee_1601,남,37,18,2011,사원,영업,No,59,23,14,74885417,EID-****
3484,Employee_1602,남,40,31,2015,주임,마켓팅,No,236,34,23,84719620,EID-****-484
4307,Employee_1603,남,33,12,2010,사원,재무,No,162,40,23,75430278,EID-****-307
1881,Employee_1604,남,44,32,2011,사원,개발,No,273,36,19,49684411,EID-****-881
1442,Employee_1605,남,39,18,2011,주임,법무,No,178,55,23,77540487,EID-****-442
4252,Employee_1606,남,38,19,2016,사원,인사,No,232,34,14,46574202,EID-****-252
586,Employee_1607,남,35,13,2011,주임,총무,No,8,23,8,91817848,EID-****
3088,Employee_1608,남,48,31,2015,주임,기획,No,83,38,14,88862050,EID-****-088
5634,Employee_1609,남,30,8,2015,인턴,마켓팅,No,195,37,13,38143924,EID-****-634
1722,Employee_1610,남,45,27,2011,차장,재무,No,82,49,6,130475696,EID-****-722
4748,Employee_1611,남,31,8,2015,주임,개발,No,166,50,22,79572709,EID-****-748
2927,Employee_1612,남,41,31,2014,주임,개발,No,168,35,9,90273404,EID-****-927
2526,Employee_1613,남,42,19,2013,사원,법무,Yes,298,32,20,59564341,EID-****-526
1229,Employee_1614,여,32,25,2010,사원,인사,Yes,316,57,10,45225696,EID-****-229
1795,Employee_1615,남,46,25,2011,과장,총무,No,89,38,17,124941981,EID-****-795
1758,Employee_1616,여,45,39,2015,주임,기획,No,141,20,20,85274898,EID-****-758
2467,Employee_1617,남,37,16,2013,사원,마켓팅,No,155,44,20,72745417,EID-****-467
4169,Employee_1618,남,38,22,2016,사원,재무,No,63,41,4,76574202,EID-****-169
800,Employee_1619,여,30,13,2012,사원,개발,No,236,35,9,53742778,EID-****
3010,Employee_1620,남,54,32,2011,대리,법무,No,13,48,14,99444759,EID-****-010
1580,Employee_1621,여,40,23,2011,대리,인사,No,5,59,6,100943126,EID-****-580
4258,Employee_1622,남,37,15,2016,사원,총무,No,224,49,12,45145417,EID-****-258
4167,Employee_1623,여,34,23,2016,사원,기획,No,125,30,9,40433265,EID-****-167
3667,Employee_1624,남,34,13,2012,주임,마켓팅,No,84,28,8,87171563,EID-****-667
5116,Employee_1625,남,42,22,2011,과장,영업,Yes,242,53,0,125564341,EID-****-116
2970,Employee_1626,남,33,12,2012,사원,재무,No,13,58,21,65880278,EID-****-970
1639,Employee_1627,남,40,22,2011,사원,개발,No,153,50,11,69031772,EID-****-639
4286,Employee_1628,남,49,43,2014,상무,영업,Yes,225,34,19,154578683,EID-****-286
2403,Employee_1629,남,46,24,2012,대리,법무,Yes,543,82,6,108279481,EID-****-403
3926,Employee_1630,남,34,15,2012,사원,인사,No,43,27,10,67209063,EID-****-926
5532,Employee_1631,여,27,22,2015,사원,총무,No,158,44,14,58431772,EID-****-532
3475,Employee_1632,남,33,12,2011,주임,기획,No,319,51,13,88840278,EID-****-475
4114,Employee_1633,여,34,19,2016,사원,마켓팅,No,60,44,5,48145417,EID-****-114
1984,Employee_1634,여,38,33,2011,대리,영업,No,5,59,2,105323404,EID-****-984
449,Employee_1635,남,29,9,2011,인턴,재무,No,13,52,15,38125139,EID-****
1775,Employee_1636,여,40,26,2011,과장,개발,No,0,66,0,120618126,EID-****-775
2918,Employee_1637,여,39,31,2014,주임,법무,Yes,192,40,7,87577189,EID-****-918
2416,Employee_1638,남,44,26,2012,과장,인사,No,65,45,15,126346911,EID-****-416
975,Employee_1639,여,33,16,2010,사원,총무,No,276,60,5,74036633,EID-****
5334,Employee_1640,남,33,13,2010,주임,기획,No,153,39,9,85770278,EID-****-334
1669,Employee_1641,남,41,22,2011,사원,마켓팅,No,415,71,9,70600557,EID-****-669
4147,Employee_1642,남,38,21,2016,사원,재무,No,59,29,15,61574202,EID-****-147
4019,Employee_1643,여,36,21,2015,사원,개발,No,30,49,8,69002987,EID-****-019
4801,Employee_1644,남,36,19,2012,주임,법무,No,276,45,7,79879133,EID-****-801
1459,Employee_1645,남,41,19,2011,사원,인사,No,44,34,21,58075557,EID-****-459
1553,Employee_1646,여,40,32,2011,주임,총무,No,218,30,7,93205974,EID-****-553
473,Employee_1647,여,34,28,2011,주임,영업,No,230,53,12,84963265,EID-****
2864,Employee_1648,남,40,20,2014,사원,기획,No,180,52,23,56556772,EID-****-864
137,Employee_1649,남,30,12,2012,사원,마켓팅,No,240,42,5,42643924,EID-****
1135,Employee_1650,남,31,12,2016,사원,재무,No,191,37,5,41572709,EID-****-135
1494,Employee_1651,남,43,22,2011,주임,영업,No,28,64,5,89005626,EID-****-494
307,Employee_1652,남,35,14,2010,대리,개발,No,73,57,7,105100348,EID-****
2856,Employee_1653,남,38,17,2014,사원,법무,No,19,28,22,61699202,EID-****-856
4377,Employee_1654,남,37,29,2011,전무,인사,No,65,59,11,166843265,EID-****-377
1941,Employee_1655,여,40,23,2011,사원,총무,No,328,52,2,61255626,EID-****-941
5370,Employee_1656,여,35,18,2010,주임,기획,No,32,50,1,96886702,EID-****-370
4809,Employee_1657,남,34,13,2011,차장,마켓팅,No,158,81,4,130884063,EID-****-809
4161,Employee_1658,남,45,29,2014,사원,재무,No,177,54,18,66700696,EID-****-161
1975,Employee_1659,남,37,16,2011,사원,개발,No,35,68,10,50151667,EID-****-975
3132,Employee_1660,남,38,20,2014,사원,영업,No,178,53,4,53699202,EID-****-132
5137,Employee_1661,여,30,15,2014,사원,법무,No,2,47,10,64480278,EID-****-137
42,Employee_1662,남,39,21,2012,차장,인사,No,61,54,15,130718274,EID-****
516,Employee_1663,남,35,26,2011,차장,영업,No,252,84,11,134225696,EID-****
609,Employee_1664,남,31,10,2012,사원,총무,No,153,36,20,68541459,EID-****
3515,Employee_1665,남,41,22,2015,주임,영업,No,121,58,4,94985557,EID-****-515
344,Employee_1666,남,33,11,2011,사원,영업,No,289,41,10,59342778,EID-****
2517,Employee_1667,여,47,32,2016,주임,기획,No,24,48,5,81719620,EID-****-517
4191,Employee_1668,남,38,18,2016,사원,마켓팅,No,345,53,9,46574202,EID-****-191
3812,Employee_1669,여,43,26,2011,사원,재무,No,126,46,9,40279481,EID-****-812
2149,Employee_1670,남,41,22,2011,사원,영업,No,197,35,25,70035557,EID-****-149
336,Employee_1671,남,38,19,2014,대리,개발,No,51,43,23,112874202,EID-****
343,Employee_1672,남,36,16,2011,사원,법무,No,325,79,17,62916633,EID-****
475,Employee_1673,남,31,11,2011,사원,인사,No,401,26,12,75735209,EID-****
4800,Employee_1674,여,33,18,2011,인턴,총무,Yes,321,35,11,35616633,EID-****-800
3306,Employee_1675,남,36,19,2012,인턴,영업,No,153,43,14,35066633,EID-****-306
4021,Employee_1676,남,48,25,2012,주임,기획,No,232,36,26,77037050,EID-****-021
4404,Employee_1677,여,38,24,2013,주임,영업,No,102,84,6,91960557,EID-****-404
425,Employee_1678,여,30,23,2011,부장,마켓팅,No,216,65,0,139248126,EID-****
2910,Employee_1679,남,42,25,2014,주임,재무,No,178,49,11,77414341,EID-****-910
3363,Employee_1680,남,45,21,2014,과장,개발,No,35,49,1,129700696,EID-****-363
5410,Employee_1681,남,34,14,2013,사원,법무,No,228,40,13,68909063,EID-****-410
5015,Employee_1682,남,33,17,2011,이사,영업,No,90,55,19,144280278,EID-****-015
2637,Employee_1683,남,40,32,2013,차장,인사,No,332,23,16,134844620,EID-****-637
2235,Employee_1684,남,43,35,2012,부장,총무,No,28,53,16,143030974,EID-****-235
1783,Employee_1685,남,42,21,2011,주임,기획,No,83,56,7,86889341,EID-****-783
2645,Employee_1686,남,41,20,2013,주임,마켓팅,No,165,31,26,94610557,EID-****-645
1201,Employee_1687,여,25,8,2016,인턴,재무,No,167,33,11,20286354,EID-****-201
430,Employee_1688,여,33,27,2011,대리,개발,No,120,65,1,103534481,EID-****
86,Employee_1689,남,33,16,2011,사원,법무,Yes,378,43,20,43930278,EID-****
408,Employee_1690,남,33,14,2011,대리,인사,No,94,38,9,109200278,EID-****
3895,Employee_1691,남,36,16,2015,주임,총무,No,72,31,27,86716633,EID-****-895
456,Employee_1692,남,50,28,2016,사원,기획,No,194,39,9,63719620,EID-****
688,Employee_1693,여,30,10,2012,인턴,마켓팅,No,20,52,3,28980278,EID-****
1927,Employee_1694,남,43,23,2011,과장,영업,No,66,53,8,128318126,EID-****-927
2333,Employee_1695,남,46,38,2014,대리,재무,No,154,46,20,98692328,EID-****-333
3201,Employee_1696,남,34,13,2011,사원,개발,No,13,48,11,71052813,EID-****-201
2628,Employee_1697,여,41,26,2013,인턴,법무,No,295,54,9,31271911,EID-****-628
5482,Employee_1698,여,28,12,2014,인턴,인사,No,150,44,12,5872709,EID-****-482
2697,Employee_1699,남,46,29,2015,과장,총무,Yes,200,36,15,118004481,EID-****-697
2289,Employee_1700,여,42,29,2012,대리,기획,No,5,54,9,100775696,EID-****-289
3768,Employee_1701,남,39,18,2015,사원,마켓팅,No,322,71,7,51002987,EID-****-768
549,Employee_1702,남,36,23,2011,대리,재무,No,61,38,12,100466981,EID-****
211,Employee_1703,남,46,28,2015,대리,개발,No,55,53,21,106004481,EID-****
3304,Employee_1704,여,37,18,2014,주임,영업,No,42,61,12,85831772,EID-****-304
957,Employee_1705,여,29,25,2012,대리,법무,No,67,70,3,114451841,EID-****
3842,Employee_1706,여,38,21,2015,인턴,인사,No,200,32,7,16935557,EID-****-842
5426,Employee_1707,남,35,15,2012,사원,총무,No,50,38,5,68487848,EID-****-426
3213,Employee_1708,남,32,10,2011,사원,기획,No,314,39,6,57313994,EID-****-213
1222,Employee_1709,남,35,16,2010,인턴,마켓팅,Yes,345,51,5,24937848,EID-****-222
5101,Employee_1710,여,28,11,2013,사원,재무,No,20,38,7,68822709,EID-****-101
1299,Employee_1711,남,35,23,2010,상무,개발,No,56,65,19,156825696,EID-****-299
3203,Employee_1712,남,42,25,2014,사원,영업,No,87,51,12,74414341,EID-****-203
5264,Employee_1713,남,34,11,2011,사원,법무,No,13,67,11,66759063,EID-****-264
2775,Employee_1714,여,54,39,2014,사원,인사,Yes,208,35,14,46721113,EID-****-775
984,Employee_1715,여,29,11,2013,주임,영업,No,5,56,8,94426494,EID-****
1102,Employee_1716,여,26,12,2016,인턴,총무,No,405,34,5,21715139,EID-****-102
3231,Employee_1717,남,49,40,2014,대리,기획,No,19,53,9,106703683,EID-****-231
659,Employee_1718,여,32,15,2012,사원,마켓팅,No,5,45,10,76637848,EID-****
1612,Employee_1719,남,48,30,2011,주임,재무,No,13,25,7,90699550,EID-****-612
2745,Employee_1720,남,50,28,2016,대리,개발,No,100,51,1,103719620,EID-****-745
477,Employee_1721,남,34,19,2011,사원,법무,No,35,52,8,70839063,EID-****
1768,Employee_1722,남,40,20,2011,사원,인사,No,157,61,10,43606772,EID-****-768
106,Employee_1723,여,31,27,2012,차장,총무,No,39,80,10,132684411,EID-****
846,Employee_1724,남,37,17,2016,주임,기획,No,213,81,14,85145417,EID-****
4058,Employee_1725,남,50,31,2015,사원,영업,No,178,45,9,66719620,EID-****-058
3177,Employee_1726,남,34,17,2012,대리,마켓팅,No,8,40,19,106571563,EID-****-177
3464,Employee_1727,남,37,17,2015,사원,영업,No,110,62,6,63145417,EID-****-464
1589,Employee_1728,남,42,23,2011,사원,재무,No,313,36,26,72651841,EID-****-589
2885,Employee_1729,남,38,21,2010,사원,개발,No,203,56,7,68354202,EID-****-885
484,Employee_1730,여,39,17,2011,사원,법무,No,171,37,12,59264341,EID-****
5728,Employee_1731,남,31,16,2016,사원,인사,No,158,45,3,41572709,EID-****-728
2060,Employee_1732,남,43,22,2011,주임,총무,No,284,48,10,88236876,EID-****-060
2323,Employee_1733,남,42,23,2012,사원,기획,No,273,55,18,43464341,EID-****-323
2830,Employee_1734,남,47,28,2011,과장,영업,No,65,30,16,119033265,EID-****-830
4512,Employee_1735,남,55,35,2011,주임,마켓팅,No,226,46,17,96488544,EID-****-512
707,Employee_1736,남,34,12,2011,사원,재무,No,290,82,3,61184063,EID-****
2223,Employee_1737,여,39,21,2012,주임,개발,Yes,169,45,9,88689341,EID-****-223
4497,Employee_1738,남,32,15,2012,대리,법무,Yes,244,58,11,99001494,EID-****-497
4224,Employee_1739,남,36,18,2016,사원,인사,No,28,38,18,58716633,EID-****-224
1202,Employee_1740,남,36,20,2013,사원,총무,No,74,37,13,66541633,EID-****-202
4220,Employee_1741,남,35,18,2016,주임,기획,No,62,38,23,92287848,EID-****-220
1231,Employee_1742,남,33,15,2010,사원,마켓팅,No,8,63,9,66880278,EID-****-231
4794,Employee_1743,남,45,26,2015,대리,재무,No,119,39,19,114575696,EID-****-794
5018,Employee_1744,남,33,13,2012,사원,개발,No,110,30,9,66830278,EID-****-018
3314,Employee_1745,남,40,20,2014,사원,법무,No,153,41,14,61556772,EID-****-314
4045,Employee_1746,여,49,33,2015,인턴,인사,No,208,34,13,32577189,EID-****-045
4546,Employee_1747,남,41,22,2014,과장,총무,No,67,43,19,118660557,EID-****-546
638,Employee_1748,남,35,16,2012,사원,기획,No,304,57,12,58337848,EID-****
5236,Employee_1749,남,31,11,2016,인턴,마켓팅,No,218,42,5,11572709,EID-****-236
3854,Employee_1750,남,38,16,2015,주임,재무,No,183,44,17,89574202,EID-****-854
3514,Employee_1751,남,36,19,2015,사원,개발,No,95,37,11,76716633,EID-****-514
3312,Employee_1752,남,39,21,2014,사원,법무,Yes,338,41,15,51077987,EID-****-312
2761,Employee_1753,남,40,18,2013,대리,개발,Yes,204,49,19,102556772,EID-****-761
809,Employee_1754,남,41,20,2012,주임,인사,No,156,47,3,76998057,EID-****
1987,Employee_1755,여,33,17,2015,사원,총무,No,48,61,12,44716633,EID-****-987
5516,Employee_1756,여,50,45,2015,주임,기획,No,182,60,9,91293822,EID-****-516
1444,Employee_1757,남,41,33,2011,상무,마켓팅,No,223,65,4,152898404,EID-****-444
1686,Employee_1758,남,42,23,2011,주임,재무,No,28,56,11,86889341,EID-****-686
4451,Employee_1759,여,30,17,2012,사원,개발,No,83,58,10,59136528,EID-****-451
3366,Employee_1760,남,40,19,2014,사원,법무,No,240,43,12,74556772,EID-****-366
1399,Employee_1761,남,32,11,2012,인턴,인사,No,170,41,22,29801494,EID-****-399
584,Employee_1762,남,33,14,2011,사원,총무,No,111,43,23,68960278,EID-****
1964,Employee_1763,남,48,29,2011,대리,기획,No,89,59,19,97762050,EID-****-964
2177,Employee_1764,여,33,16,2010,사원,마켓팅,No,20,61,9,39246633,EID-****-177
1997,Employee_1765,남,41,21,2011,사원,영업,No,153,53,13,76035557,EID-****-997
453,Employee_1766,여,31,13,2011,사원,재무,No,47,50,10,63509063,EID-****
5321,Employee_1767,남,42,22,2013,주임,개발,Yes,225,42,21,90114341,EID-****-321
5687,Employee_1768,남,27,5,2016,사원,법무,No,199,94,15,70857570,EID-****-687
4084,Employee_1769,남,39,19,2015,사원,인사,No,51,41,12,61002987,EID-****-084
2612,Employee_1770,남,39,19,2013,대리,총무,No,254,68,4,101765487,EID-****-612
3050,Employee_1771,남,40,23,2013,주임,기획,No,112,41,12,77556772,EID-****-050
3587,Employee_1772,남,38,19,2015,대리,마켓팅,No,202,38,4,99574202,EID-****-587
2948,Employee_1773,여,39,22,2014,사원,재무,No,176,42,14,47414341,EID-****-948
1372,Employee_1774,남,32,12,2011,대리,개발,No,28,57,13,97651494,EID-****-372
1063,Employee_1775,남,30,15,2015,과장,법무,No,57,53,9,123143924,EID-****-063
1213,Employee_1776,남,28,10,2016,사원,인사,No,90,46,21,42286354,EID-****-213
1164,Employee_1777,여,25,13,2016,인턴,총무,No,32,35,14,30286354,EID-****-164
4935,Employee_1778,남,35,13,2010,차장,기획,No,110,43,16,135117848,EID-****-935
132,Employee_1779,남,45,24,2015,사원,마켓팅,No,234,43,21,59575696,EID-****
2883,Employee_1780,남,37,17,2011,주임,재무,No,28,42,17,79225417,EID-****-883
5126,Employee_1781,남,46,27,2015,대리,개발,No,351,29,11,101004481,EID-****-126
1450,Employee_1782,남,45,25,2015,사원,법무,No,194,44,10,64575696,EID-****-450
1958,Employee_1783,남,34,14,2012,주임,영업,No,254,51,13,77171563,EID-****-958
291,Employee_1784,여,31,13,2010,사원,인사,No,398,50,13,51496563,EID-****
5330,Employee_1785,남,29,8,2010,인턴,총무,No,165,53,10,31335139,EID-****-330
2091,Employee_1786,남,45,29,2011,사원,기획,No,153,47,10,51094446,EID-****-091
4934,Employee_1787,여,28,21,2015,사원,마켓팅,No,4,55,2,45760557,EID-****-934
903,Employee_1788,남,34,12,2012,인턴,재무,No,355,47,18,32621563,EID-****
4774,Employee_1789,남,29,8,2016,사원,개발,No,37,45,13,73715139,EID-****-774
3116,Employee_1790,남,40,23,2014,주임,법무,Yes,170,47,13,79431772,EID-****-116
1124,Employee_1791,남,25,3,2016,인턴,인사,No,46,33,5,33000000,EID-****-124
3883,Employee_1792,남,38,20,2015,사원,총무,No,60,51,11,74574202,EID-****-883
523,Employee_1793,남,36,17,2011,대리,개발,No,296,46,4,103329133,EID-****
1343,Employee_1794,남,44,25,2011,사원,기획,No,212,42,23,74321911,EID-****-343
2424,Employee_1795,남,37,16,2011,사원,마켓팅,No,153,50,3,64195417,EID-****-424
3716,Employee_1796,남,32,14,2016,인턴,영업,No,176,42,11,13001494,EID-****-716
4213,Employee_1797,남,36,14,2015,사원,재무,No,107,43,7,61716633,EID-****-213
1763,Employee_1798,남,45,27,2013,주임,개발,No,317,37,4,80338196,EID-****-763
4202,Employee_1799,남,38,24,2016,사원,영업,No,45,14,10,56574202,EID-****-202
351,Employee_1800,여,31,13,2011,사원,법무,No,72,89,7,58884063,EID-****
598,Employee_1801,여,31,15,2011,인턴,영업,No,487,39,9,23546563,EID-****
2052,Employee_1802,남,42,23,2011,과장,인사,Yes,206,51,23,120564341,EID-****-052
4384,Employee_1803,남,34,12,2010,사원,총무,No,180,65,15,63559063,EID-****-384
389,Employee_1804,남,34,15,2011,사원,영업,No,225,47,4,71184063,EID-****
1149,Employee_1805,여,46,28,2015,사원,기획,No,45,39,4,68290835,EID-****-149
4400,Employee_1806,남,32,8,2011,사원,마켓팅,No,271,46,8,54501494,EID-****-400
398,Employee_1807,남,37,16,2011,주임,재무,No,365,43,19,94307917,EID-****
2988,Employee_1808,남,41,23,2014,사원,개발,No,78,49,13,45985557,EID-****-988
2742,Employee_1809,남,39,15,2013,사원,법무,No,303,27,23,61127987,EID-****-742
4640,Employee_1810,남,31,9,2013,사원,인사,No,28,43,13,58672709,EID-****-640
5039,Employee_1811,여,31,14,2012,사원,총무,No,25,42,11,51109063,EID-****-039
2348,Employee_1812,남,40,20,2012,주임,기획,No,175,70,8,96031772,EID-****-348
3988,Employee_1813,여,40,22,2015,주임,마켓팅,No,24,39,11,85843126,EID-****-988
3165,Employee_1814,남,39,18,2014,대리,재무,No,73,59,10,98127987,EID-****-165
4099,Employee_1815,남,35,13,2016,사원,개발,No,57,29,7,72287848,EID-****-099
3346,Employee_1816,남,46,28,2014,사원,법무,No,179,61,13,71129481,EID-****-346
3611,Employee_1817,남,47,27,2012,주임,인사,No,159,32,17,94183265,EID-****-611
4299,Employee_1818,남,34,16,2010,대리,총무,No,119,48,13,100734063,EID-****-299
4999,Employee_1819,남,32,14,2010,사원,기획,No,313,50,5,58551494,EID-****-999
5677,Employee_1820,여,26,10,2016,사원,마켓팅,No,37,40,8,51715139,EID-****-677
4170,Employee_1821,여,35,18,2016,사원,재무,No,33,47,10,44574202,EID-****-170
1601,Employee_1822,남,40,22,2011,사원,개발,No,294,69,10,68631772,EID-****-601
880,Employee_1823,남,32,15,2012,인턴,법무,No,353,60,11,29351494,EID-****
2640,Employee_1824,남,53,35,2014,차장,인사,No,89,66,12,133130974,EID-****-640
3469,Employee_1825,남,37,17,2015,사원,총무,No,79,37,25,53145417,EID-****-469
4606,Employee_1826,여,49,34,2011,대리,기획,No,54,64,4,113752189,EID-****-606
603,Employee_1827,여,30,15,2011,사원,마켓팅,No,83,75,8,76510278,EID-****
2415,Employee_1828,남,48,31,2012,주임,재무,No,13,44,12,90462050,EID-****-415
4208,Employee_1829,남,47,27,2014,대리,개발,Yes,216,39,2,102558265,EID-****-208
2529,Employee_1830,남,45,38,2013,대리,영업,Yes,397,32,16,97863544,EID-****-529
1389,Employee_1831,남,33,16,2011,대리,법무,No,28,55,7,98960278,EID-****-389
1624,Employee_1832,남,41,30,2011,대표이사,인사,No,365,78,15,171973404,EID-****-624
1353,Employee_1833,남,31,12,2011,주임,총무,No,10,52,12,85697709,EID-****-353
1239,Employee_1834,남,33,25,2010,과장,기획,No,225,52,9,124848126,EID-****-239
4154,Employee_1835,남,36,14,2016,사원,마켓팅,No,52,38,20,53716633,EID-****-154
5446,Employee_1836,남,32,14,2013,사원,재무,No,74,38,11,60826494,EID-****-446
5529,Employee_1837,남,28,10,2015,사원,개발,No,51,41,8,65286354,EID-****-529
3492,Employee_1838,여,37,20,2015,인턴,영업,No,197,65,6,15431772,EID-****-492
551,Employee_1839,남,37,30,2011,사원,법무,No,315,39,15,72248265,EID-****
170,Employee_1840,남,32,15,2014,주임,인사,No,28,55,17,88201494,EID-****
3122,Employee_1841,남,40,22,2014,대리,총무,Yes,233,46,18,107431772,EID-****-122
3026,Employee_1842,남,39,21,2014,사원,기획,No,204,39,8,75127987,EID-****-026
1246,Employee_1843,남,34,15,2010,인턴,마켓팅,Yes,176,51,7,26684063,EID-****-246
542,Employee_1844,남,34,15,2011,사원,재무,No,63,66,13,70299063,EID-****
2981,Employee_1845,남,38,18,2014,사원,개발,No,187,40,4,56699202,EID-****-981
3658,Employee_1846,여,35,19,2016,사원,법무,No,173,34,12,54574202,EID-****-658
5348,Employee_1847,여,33,15,2010,인턴,인사,No,214,48,10,29666633,EID-****-348
4978,Employee_1848,남,28,13,2016,사원,개발,No,211,14,21,62286354,EID-****-978
5080,Employee_1849,남,33,18,2013,사원,총무,No,304,65,13,53680278,EID-****-080
1162,Employee_1850,여,35,20,2012,대리,기획,No,195,64,12,112105452,EID-****-162
3415,Employee_1851,여,35,20,2011,사원,마켓팅,No,123,55,10,68736702,EID-****-415
1575,Employee_1852,남,42,33,2011,부장,영업,No,87,47,11,143777189,EID-****-575
362,Employee_1853,남,31,9,2011,주임,재무,No,118,47,3,95997709,EID-****
4683,Employee_1854,여,30,12,2014,사원,개발,No,19,80,4,74180278,EID-****-683
5059,Employee_1855,여,29,12,2013,사원,법무,No,77,28,14,40476494,EID-****-059
3062,Employee_1856,남,40,23,2014,주임,인사,No,131,36,6,86556772,EID-****-062
5337,Employee_1857,남,34,14,2010,사원,총무,No,28,37,19,47969063,EID-****-337
4716,Employee_1858,남,34,17,2012,사원,기획,No,61,55,13,60909063,EID-****-716
3130,Employee_1859,여,42,25,2014,사원,영업,No,99,28,8,39700696,EID-****-130
5077,Employee_1860,여,30,22,2013,사원,마켓팅,No,192,42,15,72768126,EID-****-077
1730,Employee_1861,남,44,36,2011,이사,영업,No,82,46,8,147403509,EID-****-730
3075,Employee_1862,남,39,21,2014,대리,재무,Yes,195,54,10,103002987,EID-****-075
2804,Employee_1863,남,39,20,2014,주임,영업,No,28,39,27,95127987,EID-****-804
3030,Employee_1864,여,40,32,2014,과장,개발,No,92,52,12,121130974,EID-****-030
2951,Employee_1865,여,37,21,2014,주임,법무,No,10,83,4,84556772,EID-****-951
5701,Employee_1866,여,27,7,2016,사원,인사,No,15,41,8,63143924,EID-****-701
4,Employee_1867,여,32,13,2010,과장,총무,No,189,56,12,123919153,EID-****
2908,Employee_1868,남,46,27,2014,사원,기획,No,513,71,13,65129481,EID-****-908
4490,Employee_1869,남,48,25,2015,사원,마켓팅,No,76,42,13,48862050,EID-****-490
2858,Employee_1870,남,40,22,2014,사원,재무,Yes,228,37,14,70431772,EID-****-858
5092,Employee_1871,남,34,15,2013,사원,개발,No,13,47,14,39509063,EID-****-092
895,Employee_1872,남,33,13,2012,사원,법무,No,269,43,10,55780278,EID-****
5216,Employee_1873,남,32,17,2011,대리,인사,No,92,46,3,111620244,EID-****-216
1211,Employee_1874,여,24,6,2016,사원,개발,No,28,42,13,43857570,EID-****-211
949,Employee_1875,남,36,17,2010,주임,총무,No,153,53,11,86876633,EID-****
3592,Employee_1876,여,38,20,2012,사원,기획,No,202,57,7,55010557,EID-****-592
3009,Employee_1877,여,38,23,2014,사원,마켓팅,No,227,33,12,45985557,EID-****-009
2716,Employee_1878,여,44,27,2011,사원,재무,No,195,54,10,67064515,EID-****-716
1695,Employee_1879,남,45,29,2011,대리,개발,No,179,55,10,99431946,EID-****-695
4787,Employee_1880,남,27,5,2016,인턴,영업,No,304,22,22,5857570,EID-****-787
4171,Employee_1881,남,31,13,2016,인턴,법무,No,205,32,16,11572709,EID-****-171
5120,Employee_1882,남,29,7,2014,과장,인사,Yes,191,37,0,123715139,EID-****-120
653,Employee_1883,남,32,23,2012,부장,총무,Yes,296,41,0,137789341,EID-****
4305,Employee_1884,남,37,13,2010,사원,기획,No,250,69,4,67457917,EID-****-305
4048,Employee_1885,남,39,19,2015,사원,마켓팅,No,36,36,18,66002987,EID-****-048
1533,Employee_1886,남,44,23,2010,차장,재무,No,94,58,8,133234411,EID-****-533
1552,Employee_1887,남,47,27,2014,사원,개발,Yes,598,34,15,59433265,EID-****-552
